userId,executedAt,ISIN,direction,executionSize,executionPrice,currency,executionFee,type
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 14:51:38.000,IL0011582033,BUY,42,23.7823,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-21 14:22:26.000,US29476L1070,SELL,16,61.5123,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-21 15:33:31.000,SE0000163628,BUY,131,7.3706,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-22 13:06:35.000,GB00B1VNSX38,SELL,156,6.5909,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-22 14:18:55.000,US57060D1081,BUY,5,202.6740,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-31 15:41:57.000,US5500211090,BUY,4,288.8363,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-03 10:59:52.000,GB00BJDQQ870,SELL,197,4.9491,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-03 11:01:10.000,US1266501006,SELL,21,54.9051,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-05 15:16:21.000,US29355A1079,SELL,9,122.2281,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-05 15:16:23.000,HK0144000764,SELL,700,1.4482,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-06 07:51:49.000,US9224751084,BUY,6,165.9750,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-13 07:50:30.000,LU0974299876,BUY,7,150.7814,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-24 12:50:14.000,US0921131092,SELL,19,49.2618,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-27 13:43:23.000,US45784P1012,BUY,5,192.0493,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28 15:20:18.000,US98138H1014,BUY,5,209.6112,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28 15:26:00.000,US06417N1037,BUY,26,38.8859,EUR,1.000000,REGULAR
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02 17:02:09.000,IE00BK5BQT80,BUY,2.544529,117.9000,EUR,0.000000,SAVINGSPLAN
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02 18:11:10.000,IE00B6R52259,BUY,2.652519,75.4000,EUR,0.000000,SAVINGSPLAN
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-17 15:14:39.000,XF000XRP0018,BUY,133,0.4591,EUR,1.000000,REGULAR
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02 15:20:14.000,IE00BK5BQT80,BUY,2.587098,115.9600,EUR,0.000000,SAVINGSPLAN
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02 15:46:15.000,IE00B6R52259,BUY,2.696144,74.1800,EUR,0.000000,SAVINGSPLAN
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-06 09:09:22.000,US71948P2092,BUY,6.208916,6.2674,EUR,1.000000,REGULAR
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-28 09:16:14.000,DE000A0JL9W6,BUY,2.295496,21.5702,EUR,1.000000,REGULAR
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-03 15:32:17.000,IE00B6R52259,BUY,3.031101,75.8800,EUR,0.000000,SAVINGSPLAN
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-03 15:37:08.000,IE00BK5BQT80,BUY,2.533783,118.4000,EUR,0.000000,SAVINGSPLAN
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-20 13:41:52.000,FR001400PDG8,BUY,102,0.7337,EUR,1.000000,REGULAR
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-02 17:05:07.000,IE00BGV5VN51,BUY,0.647109,115.9000,EUR,0.000000,SAVINGSPLAN
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-06 18:50:07.000,XF000BTC0017,BUY,0.001599,64201.9595,EUR,1.000000,REGULAR
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-16 14:25:29.000,LU1681048804,BUY,0.539420,92.6920,EUR,0.000000,SAVINGSPLAN
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18 09:24:11.000,XF000ETH0019,BUY,0.034616,2865.0055,EUR,1.000000,REGULAR
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18 09:25:55.000,XF000BTC0017,BUY,0.001681,58660.2849,EUR,1.000000,REGULAR
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-23 15:17:20.000,US81141R1005,SELL,1.796343,57.9722,EUR,1.000000,REGULAR
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-02 14:12:50.000,IE00BGV5VN51,BUY,0.686938,109.1800,EUR,0.000000,SAVINGSPLAN
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-16 14:49:26.000,LU1681048804,BUY,0.523286,95.5500,EUR,0.000000,SAVINGSPLAN
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-03 14:45:48.000,IE00BGV5VN51,BUY,0.666666,112.5000,EUR,0.000000,SAVINGSPLAN
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-17 14:30:10.000,LU1681048804,BUY,0.505336,98.9440,EUR,0.000000,SAVINGSPLAN
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-02 13:49:21.000,US18452B2097,SELL,2.027693,15.6322,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-02 13:58:52.000,KYG9830T1067,BUY,10.511651,1.9150,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-03 15:12:51.000,US88160R1014,BUY,0.065332,154.9284,EUR,0.000000,BONUS
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-04 12:50:46.000,CA2477541049,BUY,141.313558,0.0351,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-09 18:18:08.000,US5949724083,BUY,0.006812,1325.0588,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-06 15:34:28.000,US5949724083,SELL,0.031300,1589.8820,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13 10:10:39.000,US67066G1040,BUY,0.427732,119.0311,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13 10:13:43.000,US67066G1040,BUY,0.442871,118.5621,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13 10:18:29.000,CA05156X8504,SELL,10,5.5924,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-26 13:19:07.000,CA1380357048,SELL,17.685121,6.0643,EUR,1.000000,REGULAR
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-26 13:28:19.000,US67066G1040,BUY,0.901215,118.4988,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-04-14 06:57:03.000,XF000LINK010,BUY,75.945099,13.5617,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17 18:19:45.000,US36467W1099,BUY,7.022418,19.5523,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17 18:28:30.000,US36467W1099,BUY,94.887466,19.4766,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-28 04:37:14.000,XF000LINK010,SELL,75.690376,16.1914,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30 15:34:42.000,US42824C1099,BUY,60.870593,16.9907,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30 15:59:24.000,DE000PAG9113,BUY,6.728469,74.5779,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31 05:34:40.000,US79466L3024,BUY,2.419154,201.2613,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31 05:34:49.000,US24703L2025,BUY,3.975200,130.4885,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31 06:42:00.000,IE00B27YCN58,BUY,37.534009,44.4932,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-05 07:03:03.000,US42824C1099,SELL,57.490876,18.4983,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-06 17:44:34.000,US36467W1099,SELL,101.710480,38.5873,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 05:50:52.000,US42824C1099,SELL,0.014558,18.0416,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 05:54:29.000,US88160R1014,SELL,0.073866,163.6375,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 09:42:58.000,US69608A1088,BUY,46,21.8240,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 11:30:15.000,US36467W1099,BUY,10,38.4851,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 13:33:50.000,US36467W1099,BUY,5,34.7039,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 13:37:58.000,US36467W1099,BUY,1,36.9608,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 13:40:42.000,US36467W1099,BUY,21,42.0683,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 13:45:24.000,US36467W1099,BUY,10,41.4519,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 13:46:59.000,US36467W1099,BUY,10,41.6683,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 16:54:16.000,US36467W1099,BUY,20,29.3820,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 16:58:10.000,NO0010196140,SELL,662.086712,1.1978,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-10 07:44:58.000,IE00B27YCN58,BUY,13.673233,45.1376,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-10 17:05:27.000,US36467W1099,BUY,43,22.6852,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-12 20:42:08.000,US36467W1099,BUY,43,24.2184,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-20 16:34:34.000,US24703L2025,SELL,3.881334,137.9414,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-20 16:36:52.000,IE00B27YCN58,BUY,24.384084,45.5509,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-20 16:37:29.000,US69608A1088,SELL,47,24.0465,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-20 16:38:44.000,US79466L3024,SELL,2.514676,222.6497,EUR,1.000000,REGULAR
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-26 11:15:09.000,IE00B27YCN58,BUY,23.181708,45.5686,EUR,1.000000,REGULAR
0895ba11-111a-41e7-b4f2-f284d7fde0c2,2024-06-24 14:34:46.000,IE00B5BMR087,BUY,0.359654,541.8926,EUR,1.000000,REGULAR
08f68e8d-973e-416e-a37b-a1ceca2a411a,2024-04-05 17:46:46.000,US0378331005,SELL,0.033972,155.6302,EUR,1.000000,REGULAR
08f68e8d-973e-416e-a37b-a1ceca2a411a,2024-04-23 15:52:15.000,IE00B4L5Y983,SELL,10,88.4398,EUR,1.000000,REGULAR
08f68e8d-973e-416e-a37b-a1ceca2a411a,2024-06-27 14:16:28.000,US88160R1014,SELL,4,184.5197,EUR,1.000000,REGULAR
08f68e8d-973e-416e-a37b-a1ceca2a411a,2024-06-27 14:20:05.000,IE00BKM4GZ66,SELL,1,31.8983,EUR,1.000000,REGULAR
09156e68-09bf-49d6-bf43-d5b76eb291e8,2024-04-03 22:33:23.000,XF000SOL0012,SELL,29.932320,168.7573,EUR,1.000000,REGULAR
09156e68-09bf-49d6-bf43-d5b76eb291e8,2024-04-03 22:39:20.000,XF000ETH0019,BUY,0.644326,3111.7754,EUR,1.000000,REGULAR
09156e68-09bf-49d6-bf43-d5b76eb291e8,2024-04-03 22:41:59.000,XF000BTC0017,BUY,0.047449,62935.7157,EUR,1.000000,REGULAR
09156e68-09bf-49d6-bf43-d5b76eb291e8,2024-06-06 13:46:47.000,LU1681049018,SELL,28,96.2801,EUR,1.000000,REGULAR
09156e68-09bf-49d6-bf43-d5b76eb291e8,2024-06-06 13:47:54.000,LU1861132840,SELL,21,93.7023,EUR,1.000000,REGULAR
09156e68-09bf-49d6-bf43-d5b76eb291e8,2024-06-06 13:51:15.000,LU0274209237,SELL,20,92.5010,EUR,1.000000,REGULAR
