userId,bookingDate,side,amount,currency,type,mcc
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19,CREDIT,14.74,EUR,TRADING,
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19,CREDIT,18.83,EUR,TRADING,
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19,CREDIT,24.38,EUR,TRADING,
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19,DEBIT,54.27,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-01,CREDIT,174.64,EUR,INTEREST,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-01,CREDIT,174.78,EUR,INTEREST,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-11,CREDIT,6.83,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-11,CREDIT,6.84,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-17,CREDIT,9.06,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-17,CREDIT,9.09,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,DEBIT,4783.25,EUR,PAYOUT,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,DEBIT,4714.38,EUR,PAYOUT,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,CREDIT,116.23,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,CREDIT,1308.11,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,CREDIT,988.93,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,CREDIT,1003.35,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25,CREDIT,937.87,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-29,CREDIT,44.38,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-29,DEBIT,199.04,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-30,CREDIT,191.43,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-01,CREDIT,10.05,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-01,CREDIT,9.94,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-01,CREDIT,167.88,EUR,INTEREST,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-01,CREDIT,167.86,EUR,INTEREST,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02,DEBIT,1982.80,EUR,PAYOUT,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02,DEBIT,1989.60,EUR,PAYOUT,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02,CREDIT,1112.02,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02,CREDIT,1009.25,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02,DEBIT,296.61,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02,CREDIT,272.00,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-06,DEBIT,976.44,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-06,DEBIT,988.54,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-07,CREDIT,2978.10,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-07,CREDIT,2992.80,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-07,DEBIT,1021.96,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-08,CREDIT,990.40,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-08,CREDIT,1001.00,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-09,CREDIT,763.15,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-09,DEBIT,1069.31,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10,DEBIT,955.14,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10,DEBIT,1041.53,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10,DEBIT,1005.33,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10,CREDIT,847.43,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13,CREDIT,2024.80,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13,CREDIT,2015.20,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13,CREDIT,1030.95,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13,DEBIT,1003.46,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13,DEBIT,952.21,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14,DEBIT,903.99,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14,DEBIT,986.04,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14,CREDIT,1002.03,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-15,CREDIT,1971.39,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-15,CREDIT,1969.98,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-15,CREDIT,1055.99,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-16,DEBIT,985.09,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-16,DEBIT,1029.61,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17,DEBIT,956.45,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17,CREDIT,1033.56,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17,CREDIT,947.76,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17,CREDIT,1006.36,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17,CREDIT,1020.26,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,CREDIT,1062.28,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,CREDIT,802.24,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,CREDIT,639.25,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,CREDIT,809.54,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,DEBIT,1003.07,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,DEBIT,1057.72,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,DEBIT,1054.80,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20,DEBIT,999.86,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-21,CREDIT,985.20,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-21,DEBIT,966.55,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-22,CREDIT,1029.18,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-22,DEBIT,1014.37,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-31,DEBIT,1156.35,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-01,CREDIT,170.72,EUR,INTEREST,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-01,CREDIT,172.14,EUR,INTEREST,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-01,CREDIT,9.52,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-01,CREDIT,9.72,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-03,CREDIT,1154.01,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-03,CREDIT,975.98,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-05,CREDIT,1101.05,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-05,CREDIT,1014.73,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-06,DEBIT,996.85,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-13,DEBIT,1056.47,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-24,CREDIT,936.97,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-27,CREDIT,11159.50,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-27,CREDIT,11048.40,EUR,PAYIN,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-27,DEBIT,961.25,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28,CREDIT,12.22,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28,CREDIT,12.56,EUR,EARNINGS,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28,DEBIT,1012.03,EUR,TRADING,
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28,DEBIT,1049.06,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-01,CREDIT,35.87,EUR,INTEREST,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-01,DEBIT,5020.00,EUR,PAYOUT,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02,CREDIT,506.05,EUR,PAYIN,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02,DEBIT,300.00,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02,DEBIT,200.00,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-17,DEBIT,62.06,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-01,CREDIT,507.40,EUR,PAYIN,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-01,CREDIT,0.13,EUR,INTEREST,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02,DEBIT,4.96,EUR,CARD_ORDER,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02,CREDIT,50.36,EUR,PAYIN,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02,DEBIT,300.00,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02,DEBIT,200.00,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-06,DEBIT,39.91,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-07,CREDIT,1009.40,EUR,PAYIN,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-28,DEBIT,50.51,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-01,CREDIT,2.92,EUR,INTEREST,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-01,CREDIT,536.04,EUR,PAYIN,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-03,DEBIT,230.00,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-03,DEBIT,300.00,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-20,DEBIT,75.83,EUR,TRADING,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-26,CREDIT,28.90,EUR,EARNINGS,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-27,DEBIT,8.45,EUR,CARD,5411
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-30,CREDIT,507.15,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-04-25,CREDIT,201.62,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-05-02,CREDIT,2019.00,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-05-03,CREDIT,2007.20,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-05-03,CREDIT,2010.40,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-05-07,CREDIT,1998.40,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-05-08,CREDIT,1789.20,EUR,PAYIN,
03f1ed2d-17bd-4dd0-9956-3767011625b5,2024-06-01,CREDIT,26.54,EUR,INTEREST,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-01,CREDIT,63.74,EUR,INTEREST,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-02,DEBIT,75.00,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-06,DEBIT,103.66,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-09,CREDIT,348.32,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-14,CREDIT,49.27,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-16,DEBIT,50.00,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18,DEBIT,1493.10,EUR,PAYOUT,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18,DEBIT,100.18,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18,DEBIT,99.61,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-23,CREDIT,105.14,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-24,CREDIT,0.31,EUR,EARNINGS,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-30,CREDIT,76.05,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-01,CREDIT,63.17,EUR,INTEREST,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-02,DEBIT,75.00,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-07,CREDIT,1.51,EUR,EARNINGS,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-08,CREDIT,356.97,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-14,CREDIT,50.45,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-16,CREDIT,0.31,EUR,EARNINGS,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-16,DEBIT,50.00,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-01,CREDIT,64.74,EUR,INTEREST,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-01,CREDIT,74.36,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-03,DEBIT,75.00,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-10,CREDIT,347.03,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-15,CREDIT,49.78,EUR,PAYIN,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-17,DEBIT,50.00,EUR,TRADING,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-30,CREDIT,75.50,EUR,PAYIN,
06c1433c-2027-42e3-90cd-06cea0789230,2024-06-27,CREDIT,15.63,EUR,EARNINGS,
07306f5b-4ef5-41ac-8901-ea77a3ce83ac,2024-04-01,CREDIT,31.88,EUR,INTEREST,
07306f5b-4ef5-41ac-8901-ea77a3ce83ac,2024-05-01,CREDIT,33.55,EUR,INTEREST,
07306f5b-4ef5-41ac-8901-ea77a3ce83ac,2024-06-01,CREDIT,35.39,EUR,INTEREST,
077ca197-8122-4599-a227-b99f14bddf12,2024-06-01,CREDIT,0.01,EUR,INTEREST,
077ca197-8122-4599-a227-b99f14bddf12,2024-06-01,CREDIT,0.02,EUR,EARNINGS,
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-02,CREDIT,32.70,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-02,DEBIT,21.13,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-04,DEBIT,5.96,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-09,DEBIT,10.03,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-05-17,CREDIT,0.81,EUR,EARNINGS,
07982e07-4846-4826-a04e-50d2911e96ef,2024-05-22,CREDIT,0.10,EUR,EARNINGS,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-06,CREDIT,50.76,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-08,CREDIT,0.07,EUR,EARNINGS,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13,CREDIT,0.08,EUR,EARNINGS,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13,DEBIT,51.91,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13,CREDIT,56.92,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13,DEBIT,53.51,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-26,CREDIT,108.25,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-26,DEBIT,107.79,EUR,TRADING,
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-28,CREDIT,0.01,EUR,EARNINGS,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-04-14,CREDIT,984.40,EUR,PAYIN,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-04-14,DEBIT,1030.95,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17,CREDIT,1978.40,EUR,PAYIN,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17,DEBIT,1849.09,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17,DEBIT,138.30,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-28,CREDIT,1226.53,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30,CREDIT,2985.60,EUR,PAYIN,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30,DEBIT,1035.24,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30,DEBIT,502.80,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31,DEBIT,519.72,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31,DEBIT,487.88,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31,DEBIT,1671.01,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-05,CREDIT,1064.48,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-06,CREDIT,3925.73,EUR,TRADING,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07,CREDIT,0.01,EUR,OTHER,
